Company.name,Company Business,Category,Company Revenue,Competitor count (cap at 10),Competitor Revenue in Total,HHI,crawl_tried,potential crawl failing point,notes,competitors revenue 1,competitors revenue 2,competitors revenue 3,competitors revenue 4,competitors revenue 5,competitors revenue 6,competitors revenue 7,competitors revenue 8,competitors revenue 9,competitors revenue 10
kraven,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parlevelsystems,,,2.0,5,29.5,0.29320231796422275,0,0,,17000000.0,10000000.0,80000000.0,48000000.0,140000000.0,0.0,0.0,0.0,0.0,0.0
bounceimaging,,,3.4,10,70672.5,0.9672435248394264,0,0,,40000000.0,10000000.0,50000000.0,130000000.0,80000000.0,350000000.0,25000000.0,695000000000.0,40000000.0,11000000000.0
pipelinedealscom,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
centscere,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zerochroma,,,1.0,10,112361.1,0.4640872992088371,0,0,,10000000.0,50000000.0,65000000.0,350000000.0,4036000000.0,215000000000.0,708000000000.0,50000000.0,50000000.0,196000000000.0
tanium,,,200.0,10,1872.0,0.2068777485428064,0,0,,641000000.0,960000000.0,8157000000.0,2028000000.0,600000000.0,2291000000.0,54000000.0,2137000000.0,240000000.0,1612000000.0
demohire,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
devicefidelity,,,2.4,10,8055.0,0.33422261264456243,0,0,,89000000.0,34000000000.0,42000000.0,25000000.0,785000000.0,176000000.0,23000000000.0,19000000.0,414000000.0,22000000000.0
zooza,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mdcapsule,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beamtechnologies,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
powwow,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthpocket,,,1.4,10,320915.1,0.19320703510460013,0,0,,141000000.0,10000000.0,162000000000.0,921000000000.0,141000000000.0,569000000000.0,601000000000.0,612000000000.0,189000000000.0,14000000000.0
installationmediaandmagazine,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vadio,,,1.0,9,229.9,0.24082220306140076,0,0,,155000000.0,55000000.0,1000000000.0,242000000.0,314000000.0,144000000.0,19000000.0,256000000.0,114000000.0,0.0
marinexplore,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uberall,,,16.6,10,255.2,0.6210708757088302,0,0,,54000000.0,2130000000.0,42000000.0,45000000.0,15000000.0,44000000.0,95000000.0,25000000.0,52000000.0,50000000.0
rentagizmo,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shopularapp,,,2.0,10,21710.6,0.9625054202226528,0,0,,62000000.0,310000000.0,800000000.0,104000000.0,2500000000.0,10000000.0,250000000.0,50000000.0,213000000000.0,20000000.0
tylrmobile,,,1.0,10,41478.3,0.27355881924234104,0,0,,90000000.0,6117000000.0,5500000000.0,142000000000.0,119000000000.0,35000000000.0,107000000000.0,10000000.0,10000000.0,56000000.0
cumulogic,,,1.0,9,5869.5,0.5090046175263581,0,0,,11000000.0,357000000.0,50000000.0,40000000.0,195000000.0,23000000000.0,32000000.0,35000000000.0,10000000.0,0.0
lucidenergy,,,3.8,8,126.3,0.18797282998178544,0,0,,66000000.0,10000000.0,100000000.0,222000000.0,280000000.0,389000000.0,53000000.0,143000000.0,0.0,0.0
thebkry,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keychainlogistics,,,1.0,9,348.7,0.44175133079058165,0,0,,500000000.0,70000000.0,150000000.0,2250000000.0,84000000.0,82000000.0,55000000.0,120000000.0,176000000.0,0.0
rentfeeder,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashionloyal,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nextgreatplace,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suredone,,,1.0,10,942.7,0.6374299915821299,0,0,,310000000.0,96000000.0,40000000.0,73000000.0,88000000.0,40000000.0,27000000.0,1312000000.0,30000000.0,7411000000.0
3drobotics,,,93.3,10,287.9,0.25623094463939466,0,0,,1576000000.0,10000000.0,24000000.0,33000000.0,412000000.0,40000000.0,225000000.0,300000000.0,25000000.0,234000000.0
realconnexcom,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adeptcloud,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
playteau,,,1.0,2,2.0,0.3333333333333333,0,0,,10000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
authorea,,,4.0,9,44.2,0.10523234792789381,0,0,,40000000.0,40000000.0,40000000.0,44000000.0,63000000.0,58000000.0,33000000.0,63000000.0,61000000.0,0.0
grandst,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ciaotelecom,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phmhealth,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
springbot,,,2.0,9,597.8,0.6792384723995472,0,0,,94000000.0,95000000.0,58000000.0,30000000.0,4906000000.0,40000000.0,150000000.0,40000000.0,565000000.0,0.0
shoppad,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pantry,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thehackettgroup,,,690.1,10,99768.8,0.32167453289352727,0,0,,88000000000.0,1315000000.0,393000000.0,8780000000.0,388000000000.0,200000000.0,67000000000.0,23000000000.0,20000000000.0,401000000000.0
sonardesign,,,4.2,10,158.5,0.33416391872099926,0,0,,30000000.0,24000000.0,115000000.0,74000000.0,38000000.0,43000000.0,875000000.0,300000000.0,40000000.0,46000000.0
sealed,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cielo24,,,5.0,10,158.2,0.20940939182045368,0,0,,150000000.0,50000000.0,633000000.0,50000000.0,218000000.0,48000000.0,75000000.0,248000000.0,10000000.0,100000000.0
oncoscope,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gnito,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noxilizer,,,5.0,10,24889.0,0.3493304965669527,0,0,,553000000.0,19000000000.0,229000000.0,29000000000.0,8962000000.0,9781000000.0,200000000.0,136000000000.0,42000000000.0,3165000000.0
ao1solutions,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crusheecom,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7signalsolutions,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashionadvance,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good44,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuorder,,,9.6,9,77.6,0.19063525797491793,0,0,,203000000.0,10000000.0,50000000.0,285000000.0,38000000.0,56000000.0,50000000.0,35000000.0,49000000.0,0.0
photpharmics,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yopine,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appmyday,,,1.0,9,41.1,0.3259460282891656,0,0,,45000000.0,10000000.0,39000000.0,10000000.0,29000000.0,10000000.0,30000000.0,228000000.0,10000000.0,0.0
datagravity,,,13.8,10,2409.1,0.35187918081316083,0,0,,200000000.0,50000000.0,13000000000.0,5411000000.0,212000000.0,1941000000.0,941000000.0,1811000000.0,500000000.0,25000000.0
tracelink,,,18.0,9,4133.9,0.9284386935775061,0,0,,66000000.0,100000000.0,111000000.0,141000000.0,97000000.0,50000000.0,190000000.0,40000000000.0,584000000.0,0.0
ragetank,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glossi,,,1.0,9,681.8,0.23727984017016668,0,0,,1980000000.0,115000000.0,300000000.0,1729000000.0,600000000.0,10000000.0,10000000.0,1914000000.0,160000000.0,0.0
ironpearl,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
listar,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eyeic,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caymayeducation,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
factorio,,,1.0,1,48.2,0.9601758212704078,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
realtymogul,,,3.0,10,62.9,0.13887552068821798,0,0,,35000000.0,38000000.0,50000000.0,147000000.0,30000000.0,50000000.0,20000000.0,64000000.0,151000000.0,44000000.0
edventory,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rentmetrics,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luxresearch,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sprinklr,,,150.0,10,426.7,0.15926877657476607,0,0,,659000000.0,222000000.0,110000000.0,1097000000.0,380000000.0,1002000000.0,270000000.0,153000000.0,316000000.0,58000000.0
kidaptive,,,4.0,10,137.7,0.1395749466230454,0,0,,88000000.0,77000000.0,54000000.0,317000000.0,250000000.0,38000000.0,55000000.0,98000000.0,150000000.0,250000000.0
rootsrated,,,19.4,7,132.0,0.31831309364469706,0,0,,90000000.0,40000000.0,10000000.0,50000000.0,750000000.0,40000000.0,340000000.0,0.0,0.0,0.0
ebooksinmotion,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rentlytics,,,5.7,10,354.3,0.32668287037037036,0,0,,353000000.0,1824000000.0,41000000.0,853000000.0,126000000.0,102000000.0,30000000.0,61000000.0,136000000.0,17000000.0
citymaps,,,1.0,9,1041.8,0.7149999396743799,0,0,,1000000000.0,10000000.0,171000000.0,40000000.0,345000000.0,8752000000.0,50000000.0,20000000.0,30000000.0,0.0
handsontest,,,1.0,3,12.5,0.40323731138545954,0,0,,29000000.0,78000000.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
payapp,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gripeo,,,4.0,10,321.1,0.427172539769842,0,0,,69000000.0,30000000.0,95000000.0,100000000.0,2063000000.0,44000000.0,125000000.0,221000000.0,61000000.0,403000000.0
birst,,,13.0,10,1627.4,0.54786116838537,0,0,,126000000.0,400000000.0,340000000.0,15000000.0,12000000000.0,313000000.0,95000000.0,1132000000.0,853000000.0,1000000000.0
apozy,,,1.0,10,208.0,0.25455003319521075,0,0,,129000000.0,30000000.0,150000000.0,50000000.0,136000000.0,30000000.0,23000000.0,793000000.0,98000000.0,641000000.0
giup,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fundacity,,,1.0,10,405.0,0.6786214176514839,0,0,,10000000.0,10000000.0,50000000.0,39000000.0,30000000.0,50000000.0,49000000.0,41000000.0,460000000.0,3311000000.0
redapt,,,34.5,9,25329.0,0.7242221884599663,0,0,,250000000.0,500000000.0,214000000000.0,5926000000.0,104000000.0,27000000000.0,100000000.0,10000000.0,5400000000.0,0.0
learnmetrics,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perfectaudience,,,9.3,9,410.2,0.524283662513265,0,0,,3000000000.0,120000000.0,188000000.0,44000000.0,350000000.0,110000000.0,112000000.0,128000000.0,50000000.0,0.0
schoolyourself,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openmicvoices,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avocadosoftware,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
realync,,,4.3,9,51.8,0.11570565675630161,0,0,,38000000.0,70000000.0,64000000.0,70000000.0,39000000.0,84000000.0,20000000.0,40000000.0,93000000.0,0.0
boatbound,,,2.7,8,78.9,0.3212646578239139,0,0,,48000000.0,15000000.0,48000000.0,10000000.0,20000000.0,10000000.0,273000000.0,365000000.0,0.0,0.0
mednexus,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radiorunt,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enerdigmventures,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forvm,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smartlunches,,,5.5,10,2047.6,0.4240215066754256,0,0,,50000000.0,136000000.0,288000000.0,22000000.0,100000000.0,12000000000.0,1532000000.0,100000000.0,600000000.0,5648000000.0
restoremedicalsolutions,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scratchwireless,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fittr,,,4.7,10,95.4,0.2625676022279419,0,0,,35000000.0,122000000.0,24000000.0,193000000.0,20000000.0,35000000.0,450000000.0,15000000.0,50000000.0,10000000.0
freebeepay,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remarkhq,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wildflowerhealth,,,4.0,9,55.2,0.13950077611395179,0,0,,10000000.0,65000000.0,32000000.0,120000000.0,35000000.0,14000000.0,82000000.0,80000000.0,114000000.0,0.0
tapfunder,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proletariat,,,3.9,8,11361.9,0.45140808249814657,0,0,,455000000.0,1350000000.0,72000000000.0,4500000000.0,15000000000.0,50000000.0,264000000.0,20000000000.0,0.0,0.0
gigturn,,,1.0,1,1.0,0.5,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goodco,,,11.9,9,115.9,0.33174879567791027,0,0,,95000000.0,26000000.0,116000000.0,35000000.0,12000000.0,15000000.0,88000000.0,72000000.0,700000000.0,0.0
editorially,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pivotdesk,,,6.0,10,1382.1,0.8779456599513641,0,0,,43000000.0,64000000.0,290000000.0,45000000.0,80000000.0,13000000000.0,18000000.0,13000000.0,20000000.0,248000000.0
hukkster,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rebelmouse,,,3.1,8,5011.3,0.9177551389713006,0,0,,64000000.0,76000000.0,10000000.0,13000000.0,15000000.0,1900000000.0,35000000.0,48000000000.0,0.0,0.0
transloc,,,2.5,9,87.3,0.20220385811578315,0,0,,330000000.0,50000000.0,128000000.0,10000000.0,144000000.0,38000000.0,20000000.0,65000000.0,88000000.0,0.0
evereq,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truesocialmetrics,,,1.0,10,355.3,0.2377161377865515,0,0,,270000000.0,1500000000.0,316000000.0,659000000.0,58000000.0,153000000.0,110000000.0,325000000.0,42000000.0,120000000.0
getmaid,,,1.0,7,88.3,0.2816568833869,0,0,,50000000.0,334000000.0,30000000.0,157000000.0,291000000.0,10000000.0,11000000.0,0.0,0.0,0.0
petcube,,,1.2,10,336.0,0.4261196455634216,0,0,,65000000.0,35000000.0,10000000.0,120000000.0,15000000.0,30000000.0,30000000.0,1900000000.0,1100000000.0,55000000.0
healthidprofile,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reschedge,,,2.0,9,25.0,0.178079561042524,0,0,,10000000.0,19000000.0,10000000.0,80000000.0,61000000.0,10000000.0,40000000.0,10000000.0,10000000.0,0.0
pipefish,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloudamize,,,1.0,10,75.5,0.12202998846597463,0,0,,50000000.0,74000000.0,45000000.0,40000000.0,80000000.0,13000000.0,85000000.0,136000000.0,132000000.0,100000000.0
pixelle,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galls,,,214.9,9,53.3,0.648276882200279,0,0,,32000000.0,50000000.0,49000000.0,41000000.0,30000000.0,28000000.0,157000000.0,60000000.0,86000000.0,0.0
advicewallet,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
massroots,,,1.0,8,97.8,0.350341752856136,0,0,,55000000.0,30000000.0,145000000.0,80000000.0,553000000.0,40000000.0,50000000.0,25000000.0,0.0,0.0
wearingdigital,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mojio,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spikes,,,15.0,10,1010.2,0.6416409104685986,0,0,,136000000.0,98000000.0,641000000.0,600000000.0,27000000.0,240000000.0,143000000.0,30000000.0,8157000000.0,30000000.0
bookacoachcom,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imperative,,,6.4,1,3.0,0.5654142145767316,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
threatstack,,,1.5,10,1358.5,0.3427427660034602,0,0,,185000000.0,40000000.0,100000000.0,2789000000.0,50000000.0,1015000000.0,85000000.0,2291000000.0,7020000000.0,10000000.0
pathwright,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openidfoundation,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkio,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sparkpage,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
telylabs,,,1.2,9,55245.7,0.8489231501654554,0,0,,941000000.0,1025000000.0,250000000.0,90000000.0,12000000000.0,30000000000.0,81000000.0,508000000000.0,70000000.0,0.0
lovesurf,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cleanify,,,1.0,2,349.9,0.9668580105986471,0,0,,3450000000.0,49000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heartflow,,,7.6,8,136.1,0.31146666124285644,0,0,,90000000.0,10000000.0,300000000.0,44000000.0,721000000.0,120000000.0,46000000.0,30000000.0,0.0,0.0
completeset,,,1.0,10,797279.5,0.5013274788582246,0,0,,5139000000.0,370000000.0,2329000000000.0,488000000000.0,6543000000.0,662000000.0,24000000000.0,67000000.0,5119000000000.0,14000000.0
topfloor,,,5.6,10,49.6,0.12437644402436462,0,0,,50000000.0,39000000.0,46000000.0,140000000.0,40000000.0,34000000.0,25000000.0,62000000.0,30000000.0,30000000.0
splicemachine,,,4.3,10,657.4,0.35592471605770687,0,0,,210000000.0,85000000.0,100000000.0,135000000.0,50000000.0,10000000.0,313000000.0,3657000000.0,1020000000.0,994000000.0
ishbowl,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pymetrics,,,1.4,8,40.8,0.16132836189663305,0,0,,60000000.0,30000000.0,103000000.0,10000000.0,30000000.0,30000000.0,95000000.0,50000000.0,0.0,0.0
loopcommerce,,,1.0,9,235355.7,0.9793365732609903,0,0,,50000000.0,10000000.0,50000000.0,400000000.0,10000000.0,24000000000.0,10000000.0,2329000000000.0,27000000.0,0.0
cloudfinity,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smartthings,,,6.5,8,202.3,0.3212867544516375,0,0,,80000000.0,88000000.0,65000000.0,119000000.0,138000000.0,1100000000.0,73000000.0,360000000.0,0.0,0.0
leanplum,,,27.5,10,300.4,0.17890787261455968,0,0,,1000000000.0,130000000.0,83000000.0,42000000.0,215000000.0,525000000.0,110000000.0,30000000.0,669000000.0,200000000.0
enchanteddiamonds,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
picovico,,,1.0,9,30.8,0.12829793125271943,0,0,,64000000.0,46000000.0,50000000.0,23000000.0,38000000.0,17000000.0,10000000.0,30000000.0,30000000.0,0.0
linchpin,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baqbeat,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
writerly,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peer5,,,15.0,10,3136.5,0.740625913701911,0,0,,375000000.0,233000000.0,13000000.0,400000000.0,10000000.0,131000000.0,44000000.0,805000000.0,27000000000.0,2354000000.0
gamziomobile,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blackjet,,,5.0,10,179.4,0.14204478616230867,0,0,,250000000.0,150000000.0,50000000.0,100000000.0,44000000.0,304000000.0,408000000.0,50000000.0,328000000.0,110000000.0
intubus,,,3.2,9,62.1,0.24495027074944478,0,0,,44000000.0,100000000.0,50000000.0,10000000.0,17000000.0,10000000.0,10000000.0,100000000.0,280000000.0,0.0
unleash,,,10.0,6,30.8,0.46294694348327564,0,0,,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,258000000.0,0.0,0.0,0.0,0.0
rolltech,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wymsee,,,1.4,9,144.6,0.39552355038468756,0,0,,100000000.0,105000000.0,119000000.0,10000000.0,10000000.0,140000000.0,886000000.0,42000000.0,34000000.0,0.0
yasabe,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frrole,,,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tenfoot,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
momentme,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instacart,,,80.0,9,163.4,0.35865670462747345,0,0,,178000000.0,1200000000.0,18000000.0,20000000.0,11000000.0,36000000.0,62000000.0,79000000.0,30000000.0,0.0
eventslice,,,1.0,0,0.0,1.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
newsle,,,1.0,10,1618.3,0.42640018925969675,0,0,,80000000.0,3498000000.0,45000000.0,127000000.0,958000000.0,9869000000.0,1000000000.0,100000000.0,36000000.0,470000000.0
copypress,,,5.3,5,165.7,0.3766300742108683,0,0,,130000000.0,515000000.0,49000000.0,63000000.0,900000000.0,0.0,0.0,0.0,0.0,0.0
easypost,,,5.0,10,4941.4,0.5377810013364293,0,0,,35000000000.0,63000000.0,391000000.0,5869000000.0,10000000.0,50000000.0,100000000.0,7483000000.0,410000000.0,38000000.0
socii,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
careporthealth,,,3.0,10,443.5,0.2048707315452148,0,0,,51000000.0,345000000.0,640000000.0,1397000000.0,525000000.0,42000000.0,50000000.0,150000000.0,100000000.0,1135000000.0
protagenictherapeutics,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carhootscom,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stupil,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hublished,,,1.0,10,4845.8,0.8631260220347963,0,0,,150000000.0,100000000.0,50000000.0,250000000.0,419000000.0,906000000.0,250000000.0,1198000000.0,135000000.0,45000000000.0
enchroma,,,2.8,0,0.0,1.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
placemeter,,,5.1,10,149.4,0.2850313674971984,0,0,,10000000.0,30000000.0,30000000.0,22000000.0,263000000.0,80000000.0,161000000.0,59000000.0,750000000.0,89000000.0
oncontracting,,,3.0,10,299.8,0.7204970691860556,0,0,,40000000.0,39000000.0,20000000.0,70000000.0,20000000.0,2565000000.0,40000000.0,60000000.0,44000000.0,100000000.0
reelgenie,,,14.3,9,100.2,0.15701073587460193,0,0,,164000000.0,79000000.0,137000000.0,336000000.0,68000000.0,100000000.0,67000000.0,16000000.0,35000000.0,0.0
oysterbookscom,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crowdmed,,,1.0,10,281.3,0.1842695915804204,0,0,,40000000.0,33000000.0,150000000.0,473000000.0,250000000.0,250000000.0,941000000.0,143000000.0,419000000.0,114000000.0
selligy,,,5.5,10,199.7,0.33852248935094936,0,0,,90000000.0,28000000.0,58000000.0,65000000.0,250000000.0,1132000000.0,230000000.0,70000000.0,64000000.0,10000000.0
grantoo,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lytics,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caprally,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gocella,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rentjiffy,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
