Company.name,owler corrrectionn,Company Business,Category,Company Revenue,Competitor count (cap at 10),Competitor Revenue in Total,HHI,crawl_tried,potential crawl failing point,notes,competitors revenue 1,competitors revenue 2,competitors revenue 3,competitors revenue 4,competitors revenue 5,competitors revenue 6,competitors revenue 7,competitors revenue 8,competitors revenue 9,competitors revenue 10
listnerd,,"Rankly is a social top list community that enables users to create, share, and discover top lists like games, movies, music, and videos.","App Discovery, Social Media, Social Network",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
nuhabitat,,NuHabitat offers an online residential real estate search and brokerage platform for the Houston market.,"Real Estate, SaaS",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
chalkfly,repurpose,"Chalkfly is a startup company that sells office and school supplies directly to consumers, businesses and teachers.","E-Commerce, Education",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
conceptdrop,,ConceptDrop matches brands with an invite-only community of creative professionals.,"Enterprise Software, Marketing Automation, Marketplace",4,10,76.6,0.184059473,0,0,,27,1,6.3,7,6.7,4.9,9.5,1.7,3,9.5
theminervaproject,,"The Minerva Project is designed to prepare students for leadership and innovation, combining liberal arts and sciences curriculum.","EdTech, Education",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
appetite,,Appetite+ is a mobile solution that integrates social and personalized elements into app-discovery for meaningful discovery experiences.,"iOS, Mobile",1.2,1,7.6,0.76446281,0,0,,7.6,0,0,0,0,0,0,0,0,0
hoppit,,"Hoppit, an ambience search engine, provides restaurant recommendations by using their photo database and natural language processing.","Machine Learning, Personalization, Search Engine",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
arcametricssystems,arcametrics,Arcametrics Systems provides solutions for known consumers to connect with privacy-restricted data.,"Advertising Platforms, Analytics, Big Data, Digital Media",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
upstart,,Upstart is the first lending platform to leverage machine learning to price credit and automate the borrowing process.,"Credit, Finance, Financial Services, FinTech, Internet, Lending, Personal Finance",4,10,15615.1,0.985333475,0,0,,7.5,1.4,70,5,5.1,4.1,7,8.5,15500,6.5
floored,,Floored develops software that turns 3D spatial data into clean interactive virtual worlds that can be explored through the web.,"3D Technology, Enterprise Software, Hardware, Real Estate, Software",2,10,78.3,0.334899175,0,0,,1.2,4,3,41,3,1,17.7,1.1,4,2.3
remedysystems,,Remedy Systems develops and manages bundled payment programs for organizations providing healthcare services.,"Finance, FinTech, Health Care, Information Technology",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
paperkarma,,PaperKarma is an app that stops postal junk mail! Snap a photo. Stop paper junk mail & catalogs. Save a tree!,"Apps, Email, Mobile",1,8,113.1,0.24747393,0,0,,4.4,3.5,13.7,6,2.4,9,43.3,30.8,0,0
histowiz,,HistoWiz automates histopathology for cancer researchers and is building the world__ largest cancer image database.,"Artificial Intelligence, Biotechnology, Database, Government, Health Care, Hospital, Life Science, Medical, Pharmaceutical, Veterinary",10,10,140.6,0.157170347,0,0,,30.9,27.8,21.5,5,4,8,3.5,9.6,4,26.3
kitchensurfing,,Kitchensurfing enables people to eat together and to eat purposefully by sending private chefs into their home kitchens.,"Food and Beverage, Hospitality, Marketplace",1.6,9,62.1,0.261375217,0,0,,2,2.5,1.5,28.1,11.5,5,4.6,4.8,2.1,0
stackdriver,,Stackdriver provides monitoring services for cloud-powered applications.,"Apps, Cloud Computing, Enterprise Software, Infrastructure",1,10,715.2,0.439840008,0,0,,21,4.5,445.6,143.3,4,9,72.4,7.4,5,3
coinbase,,Coinbase is a digital currency wallet service that allows traders to buy and sell bitcoin.,"Bitcoin, Blockchain, Cryptocurrency, E-Commerce, Ethereum, FinTech, Personal Finance, Virtual Currency",139.6,10,80.1,0.13621394,0,0,,12,17.9,11,4,6,3,4.5,2,12,7.7
archively,,Archively is the destination for your people research.,"CRM, Recruiting, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
swipp,,"Swipp, a platform with an analytics dashboard, integrates social media and commerce to convert social posts into leads and sales.","Analytics, Big Data, Social Media",2.4,7,138.9,0.203709492,0,0,,3.8,21.9,4.1,14.2,30.1,22.1,42.7,0,0,0
promolta,,"A self service advertising platform to promote videos in targeted blogs, websites, mobile apps, games and social networks.","Advertising, Advertising Platforms, Internet, Video Advertising",1.1,10,181.6,0.338681859,0,0,,2,3.7,18.5,20,8,100,2.5,15,10.6,1.3
tribr,,tribr offers a mobile application that enables its users to plan events and share images with the other users.,"Events, Leisure, Messaging, Mobile Payments, Photo Sharing, Social Media",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
appetas,,"Appetas offers a restaurant marketing platform that enables restaurants to easily create web, mobile, and social sites.","Network Security, Restaurants, SaaS",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
shopsy,,Shopsy is a mobile application that enables Instagram users to purchase products they discover on Instagram.,"Analytics, E-Commerce, Ediscovery, Fashion, Mobile, Photo Sharing, Search Engine",1,10,707.2,0.568748033,0,0,,4.5,513.9,4,25,6.7,1.4,5,3.7,3,140
stanfy,,"Stanfy is a design and development studio, specializing in software solutions for mobile, wearable devices and connected electronics (IoT).","Apps, Mobile, Outsourcing, Wearables",1,9,118.1,0.164010178,0,0,,15.7,5,15,21,20,2.5,30,3,5.9,0
pigeonly,pigeon,"Pigeonly is focus on markets that are overlooked and underserved, particularly, in minority communities.","Consumer Goods, Internet, VoIP",2,10,114.6,0.169547923,0,0,,6,10,5,7,28.5,7.4,8.7,32,5,5
partnered,,Partnered provides sponsorship management solutions.,"Advertising, Brand Marketing",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
contigofinancial,,Contigo Financial facilitates a web-based platform that provides employees with financial products such as short-term loans.,"Credit, Finance",1,10,4791.1,0.214444499,0,0,,13.4,1100,475,1100,6.4,17.5,95.3,1400,553.5,30
plympton,,Plympton is a literary studio that innovates in digital publishing.,"Mobile, Publishing, Reading Apps",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
upworthy,,Upworthy is on a mission to change what the world pays attention to.,"Digital Media, Publishing, Social Media",4,10,916.3,0.412174708,0,0,,300,3.1,10,500,76,10,5.7,3.3,3.2,5
highfive,,Highfive simplifies business collaboration with a conferencing platform that builds connected cultures.,"Collaboration, Enterprise Software, Meeting Software, SaaS, Video Conferencing",7,10,80994.7,0.965938922,0,0,,15,102.5,9,11.4,493.1,3.7,442,25,293,79600
connectifier,,"Connectifier helps recruiters discover, qualify, and connect with exceptional job candidates at roughly twice the rate of other solutions.","Career Planning, Enterprise Software, Machine Learning, Recruiting, SaaS, Search Engine",2.9,9,56.3,0.215084125,0,0,,5,5,2.6,22.5,5.7,1,7.5,2,5,0
fundersclub,,FundersClub is an online venture capital firm.,"Finance, Financial Services, Funding Platform",3.9,10,117.2,0.513046162,0,0,,3,4.9,4.1,5,1.8,5,83.1,4.1,2,4.2
endurancelendingnetwork,,Endurance Lending Network is a web-based lender for small and medium businesses in the United States.,"Crowdfunding, Finance, FinTech",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
hiptype,,Hiptype provides analytics and advertising capabilities to eBook platforms.,"Advertising, Advertising Platforms, Analytics, Big Data, Publishing",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
sonda41,,"Sonda41, a SaaS-based social media analytics app, converts customer feedback into corrective actions for improved business performance.","Analytics, Machine Learning, Natural Language Processing, SaaS, Social Media, Social Media Management",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
thinkful,,Thinkful provides 1-on-1 learning with industry experts to bring high growth tech careers to ambitious people everywhere.,"E-Learning, EdTech, Education, Web Development",4.5,10,34.7,0.224061324,0,0,,2,4,1,4.1,14.6,1.4,1.5,1,2,3.1
syncbak,,"Syncbak, a media technology company the develops products and services for television broadcasters and content programmers.","Broadcasting, Internet, Software, Video Streaming",10.7,10,255.8,0.208384861,0,0,,52.5,25,29.6,31.4,10,4.8,2,6.9,3,90.6
plutora,,Plutora enables enterprises to deliver software faster and at higher quality,"Enterprise Software, SaaS, Software",12,10,657,0.401123783,0,0,,19.5,19.7,20.5,1,15,52,88,6,35.3,400
neighborly,,"Neighborly modernizes access to public finance, the multi-trillion dollar market that funds vital public projects.","Finance, FinTech, GovTech, Impact Investing, Software",3,10,48.9,0.134061835,0,0,,1.7,2,3.2,10.6,5.1,4.1,2,4.4,8.1,7.7
elephantis,,Elephant.is is an interactive online classroom that helps users develop knowledge and skills in the English language and the arts.,"E-Learning, Education, Online Portals",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
inkmobility,,"Filestack, Inc. provides a Software-as-a-Service solution to help software developers manage images, videos.","Cloud Computing, Cloud Data Services, Content, Content Delivery Network, Mobile, Publishing, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
birdbox,,Birdbox is an online platform that enables people to share and collect photos with a group of people.,"Finance, Photo Sharing, Photography",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
babylist,,"Babylist is an online universal baby registry that enables parents discover, request and buy products for newborns.","Baby, E-Commerce, Internet, Marketplace, Parenting",19.2,2,18.4,0.685255198,0,0,,14.8,3.6,0,0,0,0,0,0,0,0
dinamundo,,Dinamundo is an online comedy social network.,"iOS, Local, Location Based Services, Mobile, Search Engine",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
tipsolutions,,TIP Solutions is redefining the phone call as you know it (and don't know it).,"Android, Apps, iOS, Mobile, Software, Telecommunications",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
agsquared,,Enterprise platform for global agriculture,"Agriculture, AgTech, Enterprise Software, SaaS, Software",1,10,124.6,0.562619644,0,0,,4,1.5,2.5,2.5,2.5,9,4,5,92.6,1
crowdhall,,"CrowdHall allows users to host crowd-sourced town halls, empowering the crowd to articulate its questions and voice its perspective.","Brand Marketing, Celebrity, Crowdsourcing, Politics, Social Media",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
meldium,,The easiest way for companies to connect their empoyees to the apps they need.,"Enterprise Software, Internet, IT Management",3.2,7,134.4,0.378942788,0,0,,5,10,4.2,2.2,33.5,74.5,5,0,0,0
storefront,,Storefront is the world's leading online marketplace for renting short term retail space.,"Commercial Real Estate, Fashion, Real Estate, Retail",18.2,6,25.8,0.221050418,0,0,,1.7,8.9,5,3,2,5.2,0,0,0,0
olset,,OLSET is a technology provider offering big data based personalization solutions for the travel and hospitality industry.,"Big Data, Personalization, Software, Travel",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
fit3d,,Fit By Design,"3D Technology, Big Data, Computer Vision, Data Visualization, E-Commerce, Fashion, Fitness, Health Care, Machine Learning, Wellness",4.3,8,39,0.407245233,0,0,,1,24.1,4,1,3,1.9,2,2,0,0
picklify,,Picklify personalizes the shopping experience via a streamlined interface by allowing users to buy and sell in real time.,"E-Commerce, Social Media",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
senseplatform,,Sense Platform is a cloud-based platform for data science and big data analytics.,"Analytics, Big Data, Cloud Computing",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
tubularlabs,,Tubular Labs is the global leader in video intelligence for the cross-platform world.,"Analytics, Enterprise Software, Social Media Marketing, Video",10.7,8,130.4,0.208738332,0,0,,35.2,20.4,18.5,4.4,38.1,6.6,1.2,6,0,0
svayananotechnologies,,Svaya Nanotechnology develops thin film manufacturing processes based on nanotechnology.,"Film, Manufacturing, Nanotechnology",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
quikkly,quikklytags,A digital marketing platform that motivates consumers to react...Quikly.,"E-Commerce, Retail, Social Media",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
sefaira,,Sefaira is the leader in software for high-performance building design,"Cloud Computing, SaaS, Software",11.9,10,116.1,0.20800403,0,0,,10,46,16,3.2,9,7.2,2.3,8,4.4,10
passportparking,passportinc,Passport transforms the way cities manage their operations by reducing operational complexity and delivering intelligent data.,"Enterprise Software, Government, GovTech, Mobile Payments, Public Transportation, SaaS",9.4,10,61.1,0.232183563,0,0,,3,5,5,6,1.5,3,2,26.2,1.1,8.3
streamonce,,StreamOnce connects business systems with their social enterprise system to facilitate collaboration of teams.,"Cloud Computing, Enterprise Software, Social Media",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
mobilerealtyappscom,,HomeSpotter is a mobile realty app and property discovery platform with built-in chat for home buyers and agents.,"Marketing Automation, Mobile, Real Estate",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
cleantie,,CleanTie is a website that allows users to locate and schedule dry cleaning and laundry services.,"Customer Service, E-Commerce, Service Industry",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
urbanremedy,,Urban Remedy is a plant-based organic food company that makes eating ultra-fresh and clean easier,"E-Commerce, Food and Beverage, Organic Food, Retail, Wholesale",25,6,374.5,0.500480605,0,0,,10,25.2,64.3,3,17,255,0,0,0,0
procuredhealth,,"Visit Lumere.com to start building your organization__ path to enlightened healthcare.
","Health Care, Medical Device, Pharmaceutical, SaaS, Supply Chain Management",13.5,10,1541.4,0.424982485,0,0,,3,2,32,6.9,1.6,781.8,10,627.1,15,62
tradesy,,"Tradesy is marketplace where millions of women come to buy and sell clothing, bags and accessories.","E-Commerce, Fashion, Internet, Retail",25,9,834.1,0.271607237,0,0,,140,70,4,200,37.9,7.5,21,3.7,350,0
pathbrite,,Pathbrite enables educators to foster deep learning and boost student success by using Digital Portfolios.,"EdTech, Education, Web Development",3.3,10,85.9,0.211566635,0,0,,10.8,3.9,10,5.9,2.3,4.8,7.8,1.6,4.4,34.4
aciworldwide,,,,1000,10,7713.5,0.700266415,0,0,,20,701.5,2,17.6,13.2,6400,1,57.3,47,453.9
ocoos,,"Next-Generation Websites: Create a site, manage your operations, and sell online easily with the Ocoos Integrated Platform.","Analytics, CRM, E-Commerce, Local, SaaS, Small and Medium Businesses, Web Development",9.8,9,5422.6,0.319825707,0,0,,750.8,50,2700,2.1,1100,76,558.1,135.6,50,0
measureful,,"Easy, automated analytics insights for marketers. Stop reporting and start telling stories.","Analytics, Internet, Marketing",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
zumper,,Zumper makes renting an apartment as easy as booking a hotel,"B2B, Consumer, Marketplace, Mobile, Real Estate, Rental",55,10,353.8,0.624636787,0,0,,24.5,277.5,3.8,18,4,4.9,1.5,13,5.6,1
curalate,,Curalate optimizes digital commerce for discovery.,"Analytics, Internet, Marketing, Social Media",3.9,10,43.2,0.122481567,0,0,,3,7,5.5,8.4,3,2,5,4.4,2,2.9
alwaysprepped,,Always Prepped provides online tools that help teachers manage student and classroom data.,"Data Visualization, E-Learning, Education",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
tealet,,,,3.6,1,75,0.912592506,0,0,,75,0,0,0,0,0,0,0,0,0
aviiq,,"AViiQ adds productivity and pleasure to the mobile computing lifestyle. In short, we travel a lot and make stuff based on our needs.","Consumer Electronics, Electronics, Fashion, Hardware, Lifestyle, Mobile, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
variable,,Variable creates innovative color matching technology that allows users to better understand and communicate color.,"Hardware, Manufacturing, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
liquidcoolsolutions,,LiquidCool Solutions provides a patented total liquid submersion technology that introduces an eco-friendly di-electric liquid.,"Industrial Engineering, Information Technology, Manufacturing, Mechanical Engineering",10,8,63.4,0.240777598,0,0,,2.1,20.6,20.8,1,3,5,3,7.9,0,0
spreeify,,Performance based social advertising,"Advertising, E-Commerce, Social Media, Social Media Advertising",1,8,57.7,0.25352853,0,0,,1,23.1,15,6.4,1.1,4.2,2.8,4.1,0,0
displair,,Displair is a startup that manufactures next-gen interactive air display screens.,"Hardware, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
handybook,,"Handy, formerly Handybook, is an app through which users can book cleaners, plumbers, handymen, and other household service providers.","Apps, Home Renovation, Software",5,9,180.1,0.244863348,0,0,,75,15.7,5,8.9,33.4,5.4,4.6,4.1,28,0
wakiebudist,,Wakie is a community of people waking people.,"Crowdsourcing, Mobile, Social Media",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
newsup,newsup1,Interactive media and audience intelligence ,"Advertising, Content Marketing, Gamification, Media and Entertainment",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
appio,,App.io streams your mobile apps from the cloud to any device.,"Android, Customer Service, Enterprise Software, Internet, Mobile, SaaS",1,1,1,0.5,0,0,,1,0,0,0,0,0,0,0,0,0
mobileroadie,,"Mobile Roadie, a SaaS-based mobile app marketing platform, allows users to_manage their own iPhone, Android, iPad apps, and mobile websites.","Android, App Marketing, Apps, Internet, iOS, Mobile",1.1,9,64.1,0.178287631,0,0,,4.9,5,5,6.6,3,20,1,13.3,5.3,0
shotfarm,,Shotfarm offers a product content network and rich media hosting platform for the retail industry.,"Digital Media, E-Commerce",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
musicdealers,,Music Dealers_is a music licensing platform providing pre-cleared music and custom song creation for content creators.,"Advertising, Brand Marketing, Digital Media, Music",8.5,10,434.9,0.564275949,0,0,,2,5,3,3.5,321,1.1,2.4,33.4,47.5,16
rocketlistings,,Rocket Listings is a mix of Craigslist and Facebook launching in Vermont.,"Classifieds, E-Commerce, Enterprise Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
virool,,Virool is a programmatic video marketing platform.,"Advertising, Advertising Platforms, Video",18.5,9,324.1,0.343549236,0,0,,15,10.6,10.7,20.4,35.2,181,19.2,3,29,0
thedailyhundred,dailyhundred,The Daily Hundred is a web app allowing businesses to reward customers by encouraging micro-level brand advocacy and product endorsements.,"Advertising, Gamification, Mobile, Photography, Small and Medium Businesses, Social Media Marketing",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
fancred,,Fancred is an app that helps fans capture their favorite sports moments.,"Apps, Internet, Mobile, Social Media, Sports",3,7,62508,0.801875993,0,0,,3000,4,2,55800,3200,2,500,0,0,0
swingbyswing,,SwingU is a golf technology and media company.,"Golf, Mobile, Mobile Apps, Sports",8,9,7981,0.979827835,0,0,,24.7,3.5,1.5,1,12,24.5,8,7900,5.8,0
muzzley,,"Muzzley is a single intelligent entry point for connected devices, and a complete SaaS and PaaS solution for consumer IoT.","Information Technology, Internet of Things, Machine Learning, SaaS, Software",3.8,8,1338.6,0.416596845,0,0,,5,8.8,493.1,6.5,8,6.5,110,700.7,0,0
verbalizeit,,"VerbalizeIt delivers web, mobile, document and video language translation solutions to empower businesses to go global.","Crowdsourcing, Developer APIs, Finance, FinTech, Language Learning, Messaging, Mobile, Travel",1.7,9,63.7,0.218678608,0,0,,1.4,25,8.9,9.1,3.8,7.1,2.1,5.3,1,0
stackify,,Stackify is a developer-friendly solution that fully integrates application performance management with error and log management.,"Cloud Computing, Developer Tools, Enterprise Software, Information Technology, SaaS, Software",1,10,766.7,0.386875524,0,0,,143.3,9.8,445.6,28,72.4,45,11.3,1.9,4.5,4.9
realscout,,"RealScout is an online search engine for local home listings, allowing users to personalize search criteria.","Real Estate, Search Engine, Software",5,10,398.6,0.510125882,0,0,,55,24.5,277.5,4,3.6,3.8,18,4,4.9,3.3
tarponbiosystems,,Tarpon Biosystems technology provides patented purification technologies for the biomanufacturing environment.,"Biopharma, Biotechnology, Health Care",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
dropship,,"DS Co. offers DropShip Commerce_, a scalable online platform for integrating and managing drop ship partners, inventory, data and orders.","E-Commerce, Enterprise Software, SaaS, Software, Supply Chain Management",12.3,10,170.1,0.45792512,0,0,,112.8,1,11.5,15,5,6.3,7.3,2.5,6,2.7
twice,liketwice,Twice is an online clothing resale store allowing people to purchase clothes at big discounts off the retail price.,"E-Commerce, Fashion, Retail",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
vhx,,VHX is a video distribution platform built for everyone. We empower creators to sell their work from their own websites.,"File Sharing, Internet, Video, Video Streaming",3.6,10,995.7,0.746104735,0,0,,5,4,1.2,2,857.1,31.4,2.5,35.6,52.5,4.4
jetaport,,Skipper books hotel rooms for groups,"Hotel, Travel, Travel Accommodations",2.4,6,114.8,0.348334932,0,0,,5,42.4,10,1,51.4,5,0,0,0,0
klaviyo,,Personalized Marketing for Ecommerce and the Web,"Advertising, E-Commerce, Marketing, Shopping, Software",9.4,9,600.7,0.678072103,0,0,,2,3,5.1,490.6,56.5,25,5,9.5,4,0
gleepost,,"Gleepost provides universities with their own communications platform, that enables students to stay connected and in-the-know on campus.","Internet, Mobile, Universities",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
manicube,,The mission of Manicube is to make the lives of working women easier. We are revolutionizing the personal care services industries by,"Consulting, Consumer Goods, Service Industry",11.5,9,66.7,0.231071121,0,0,,5,1,2.7,2.9,1,1.7,22.8,18.3,11.3,0
desktimeapp,,"Desktime lets users find temporary offices, desks, or other business equipment/facilities for rent.","Real Estate, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
feathr,,Feathr is a B2B SaaS company building digital marketing tools for associations and conference/exhibition organizers,"Analytics, Digital Marketing, Events",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
ouya,,OUYA develops and delivers open video game consoles for televisions.,"Consumer Electronics, Digital Media, Video Games",4.4,7,10775.8,0.864041538,0,0,,10000,550,7.3,5,3.6,159.9,50,0,0,0
intelliwheels,,"IntelliWheels designs, manufactures, and commercializes wheelchair accessories.","Hardware, Internet of Things, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
cardiio,,"Cardiio develops intelligent algorithms for the monitoring of wellness, fitness, and chronic diseases using sensors.","Apps, Health Care, mHealth",2,10,57.7,0.167990773,0,0,,1,4.8,4,4.5,16.4,3,8,2.6,12.2,1.2
lumesis,,Municipal Market Solutions Delivering Business Efficiencies and Regulatory Support,"Analytics, Financial Services, SaaS",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
playphilocom,,"Philo makes TV social (again) by letting you connect with your friends and watch, chat, score points, and win awards and credits together.","Social, TV, Video Chat",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
boomrat,,Boomrat is a music and event discovery platform created to discover and share electronic dance music content.,"Blogging Platforms, Ediscovery, Events, Music, Video",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
flite,,Flite builds innovative technology to power creativity.,"Advertising, Advertising Platforms, Brand Marketing, Developer Tools, File Sharing, Mobile Advertising",3.8,10,327.3,0.460956605,0,0,,15,11.2,9.8,35,7.5,5,9.3,6.6,217.7,10.2
orkiv,,Social Referral and Incentive Platform,"E-Commerce, Enterprise Software, Marketing Automation, Retail",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
seen,,Seen is a blogger and entrepeneur focused on technological topics.,"Content Discovery, Real Time, Search Engine, Social Media",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
pharmajet,,"PharmaJet's devices provide for fixed dose needle-free jet injection for all three tissue depths (IM, SC, & ID).","Biotechnology, Health Care, Medical Device",12,7,27.7,0.295833388,0,0,,4,13.2,1.5,1,1,5.5,1.5,0,0,0
vine,,Vine is an online platform that enables users to create short looping video clips for friends and family.,"E-Commerce, Mobile, Social Media, Video",1,9,3759.8,0.742154566,0,0,,5,1,3,3200,8.2,9,500,2.3,31.3,0
medisafeproject,medisafe,Medisafe® is the leading Personalized Medication Management Platform helping patients stay on top of all their medications.,"Cloud Computing, Health Care, Information Technology, Mobile, Software",12.4,9,41.2,0.173732209,0,0,,1,8.7,4,1,4,11.4,6.5,1.2,3.4,0
viralgains,,ViralGains is a video ad journey platform that helps marketers create authentic connections with consumers and drive business outcomes.,"Advertising, Advertising Platforms, Enterprise Software, Mobile, Video",7.8,10,489.1,0.285689867,0,0,,15,10.6,10,18.5,51,181,14.5,2.8,7,178.7
whengone,,With AEVI you safely and privately collect your favorite stuff and share with your favorite people.,"Apps, Information Services, Information Technology, Messaging, Mobile, Social Media, Telecommunications",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
real5d,,real5D is a free software solution that allows its users to enter any 3D modeled space through its web page.,"3D Technology, Architecture, Commercial Real Estate, Property Management, Real Estate",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
kinnek,,Kinnek is a single platform for small businesses that makes discovering and transacting with suppliers easier than ever before.,"Advertising, B2B, Procurement, Small and Medium Businesses",1,6,68.7,0.406579669,0,0,,1,1.7,2.4,13.6,40.4,9.6,0,0,0,0
findit,,FindIt is a mobile application that makes it easier to find files on the users mobile device.,"Search Engine, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
bluebox,,"Bluebox offers software that secures company data as it interacts with employee mobile devices, apps and services.","Apps, Cloud Security, Information Technology, Mobile, Mobile Devices, Security, Software",2,8,83.9,0.201433115,0,0,,28.9,8.3,7.9,16.7,11.6,4.4,3.1,3,0,0
qualtrics,,"Qualtrics is a single system of record for all experience data, managing customer, product, employee, and brand experiences on one platform.","Consumer, Market Research, SaaS",538.9,10,640.8,0.244677036,0,0,,283.8,59.8,69,62,3,9.5,52,26.8,64.1,10.8
futurederm,,"FutureDerm is a global online destination for intelligent, fun Beauty Geeks. We explain the science behind beauty products and ingredients.","Beauty, Cosmetics, E-Commerce, Social Media",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
speek,,"Speek enables conference calling by using a unique web link instead of dial-ins, PINs or downloads.","Mobile, Software",1,8,2681.8,0.350924346,0,0,,4.4,2.2,4.9,262.5,526.9,15,1400,465.9,0,0
jamplify,,Jamplify provides data analytics and digital marketing software for the live events industry.,"Advertising, Analytics, Concerts, Events, Music, Ticketing",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
housetab,myhousetab,Mobile payments with a social twist.,"Hospitality, Mobile, Mobile Payments, Social Media",1.4,10,242.8,0.672873993,0,0,,2,3.3,2.7,3.2,9.7,7,12.6,198.3,1,3
helpshift,,"Helpshift is a conversational customer service platform that leverages AI, bots, and messaging-based communication.","CRM, Customer Service, Internet, Mobile, SaaS",5,10,73.2,0.158357968,0,0,,5,8,5,10,2,4.4,4.9,11.1,21.5,1.3
appsheet,,AppSheet is the intelligent no-code platform for business apps,"Cloud Computing, Developer Tools, Mobile Apps",1,10,145.9,0.461773746,0,0,,10,10,1.1,1,97.2,2,3.3,4.5,9.7,7.1
catercow,,Discover & order unique food for your group.,"Food and Beverage, Hospitality, Internet",2.7,10,1508.4,0.748802367,0,0,,7.5,2.7,1,104,11.2,9,48,9,16,1300
plumanalytics,,Plum Analytics is a company that helps research projects and enterprises interpret and understand their data.,"Education, Software",4.1,10,2458.7,0.952932483,0,0,,7.6,4,5,3.1,1.5,4,2400,20,1.5,12
salemove,,"Glia transforms how companies connect with their customers using Messaging, Video, Voice, CoBrowsing, and AI.","Analytics, SaaS, Software",1,10,284.2,0.309160967,0,0,,6.3,15.3,12,12.7,8,150,27,18.1,26.5,8.3
minewhat,,MineWhat is an ecommerce platform that is personalizable with merchandise intelligence and sales automation.,"Analytics, E-Commerce, Retail Technology",1,9,585.9,0.711223247,0,0,,2,9.4,3,9.5,5.8,4,490.6,5.1,56.5,0
skygiraffe,,"SkyGiraffe is an enterprise mobility platform that mobilizes back-end data, enabling employees to manage business processes on any device.","Android, CRM, iOS, Mobile, SaaS",2.3,10,65.3,0.126889911,0,0,,7.2,11.4,4.4,1.9,12,6.5,5.3,10,3,3.6
appurify,,Appurify enables mobile test automation on real devices for mobile teams to build better apps.,"Android, Apps, iOS, Mobile, Test and Measurement",4.4,10,720.3,0.434166996,0,0,,1,70.3,6.2,10,4.9,3.3,445.6,143.3,3.5,32.2
exolabs,,EXO Labs is a company that creates innovative products that add functionality to mobile devices.,"Education, Hardware, iOS, Software",1,6,12.8,0.262695313,0,0,,1,4.8,1,1,4,1,0,0,0,0
