Company.name,owler corrrectionn,Company Business,Category,Company Revenue,Competitor count (cap at 10),Competitor Revenue in Total,HHI,crawl_tried,potential crawl failing point,notes,competitors revenue 1,competitors revenue 2,competitors revenue 3,competitors revenue 4,competitors revenue 5,competitors revenue 6,competitors revenue 7,competitors revenue 8,competitors revenue 9,competitors revenue 10
olset,,OLSET is a technology provider offering big data based personalization solutions for the travel and hospitality industry.,"Big Data, Personalization, Software, Travel",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fit3d,,Fit By Design,"3D Technology, Big Data, Computer Vision, Data Visualization, E-Commerce, Fashion, Fitness, Health Care, Machine Learning, Wellness",4.3,8,39.0,0.407245233,0,0,,1.0,24.1,4.0,1.0,3.0,1.9,2.0,2.0,0.0,0.0
picklify,,Picklify personalizes the shopping experience via a streamlined interface by allowing users to buy and sell in real time.,"E-Commerce, Social Media",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
senseplatform,,Sense Platform is a cloud-based platform for data science and big data analytics.,"Analytics, Big Data, Cloud Computing",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tubularlabs,,Tubular Labs is the global leader in video intelligence for the cross-platform world.,"Analytics, Enterprise Software, Social Media Marketing, Video",10.7,8,130.4,0.208738332,0,0,,35.2,20.4,18.5,4.4,38.1,6.6,1.2,6.0,0.0,0.0
svayananotechnologies,,Svaya Nanotechnology develops thin film manufacturing processes based on nanotechnology.,"Film, Manufacturing, Nanotechnology",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quikkly,quikklytags,A digital marketing platform that motivates consumers to react...Quikly.,"E-Commerce, Retail, Social Media",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sefaira,,Sefaira is the leader in software for high-performance building design,"Cloud Computing, SaaS, Software",11.9,10,116.1,0.20800403,0,0,,10.0,46.0,16.0,3.2,9.0,7.2,2.3,8.0,4.4,10.0
passportparking,passportinc,Passport transforms the way cities manage their operations by reducing operational complexity and delivering intelligent data.,"Enterprise Software, Government, GovTech, Mobile Payments, Public Transportation, SaaS",9.4,10,61.1,0.232183563,0,0,,3.0,5.0,5.0,6.0,1.5,3.0,2.0,26.2,1.1,8.3
streamonce,,StreamOnce connects business systems with their social enterprise system to facilitate collaboration of teams.,"Cloud Computing, Enterprise Software, Social Media",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mobilerealtyappscom,,HomeSpotter is a mobile realty app and property discovery platform with built-in chat for home buyers and agents.,"Marketing Automation, Mobile, Real Estate",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cleantie,,CleanTie is a website that allows users to locate and schedule dry cleaning and laundry services.,"Customer Service, E-Commerce, Service Industry",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
urbanremedy,,Urban Remedy is a plant-based organic food company that makes eating ultra-fresh and clean easier,"E-Commerce, Food and Beverage, Organic Food, Retail, Wholesale",25.0,6,374.5,0.500480605,0,0,,10.0,25.2,64.3,3.0,17.0,255.0,0.0,0.0,0.0,0.0
procuredhealth,,"Visit Lumere.com to start building your organization__ path to enlightened healthcare.
","Health Care, Medical Device, Pharmaceutical, SaaS, Supply Chain Management",13.5,10,1541.4,0.424982485,0,0,,3.0,2.0,32.0,6.9,1.6,781.8,10.0,627.1,15.0,62.0
tradesy,,"Tradesy is marketplace where millions of women come to buy and sell clothing, bags and accessories.","E-Commerce, Fashion, Internet, Retail",25.0,9,834.1,0.271607237,0,0,,140.0,70.0,4.0,200.0,37.9,7.5,21.0,3.7,350.0,0.0
pathbrite,,Pathbrite enables educators to foster deep learning and boost student success by using Digital Portfolios.,"EdTech, Education, Web Development",3.3,10,85.9,0.211566635,0,0,,10.8,3.9,10.0,5.9,2.3,4.8,7.8,1.6,4.4,34.4
aciworldwide,,,,1000.0,10,7713.5,0.700266415,0,0,,20.0,701.5,2.0,17.6,13.2,6400.0,1.0,57.3,47.0,453.9
ocoos,,"Next-Generation Websites: Create a site, manage your operations, and sell online easily with the Ocoos Integrated Platform.","Analytics, CRM, E-Commerce, Local, SaaS, Small and Medium Businesses, Web Development",9.8,9,5422.6,0.319825707,0,0,,750.8,50.0,2700.0,2.1,1100.0,76.0,558.1,135.6,50.0,0.0
measureful,,"Easy, automated analytics insights for marketers. Stop reporting and start telling stories.","Analytics, Internet, Marketing",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zumper,,Zumper makes renting an apartment as easy as booking a hotel,"B2B, Consumer, Marketplace, Mobile, Real Estate, Rental",55.0,10,353.8,0.624636787,0,0,,24.5,277.5,3.8,18.0,4.0,4.9,1.5,13.0,5.6,1.0
curalate,,Curalate optimizes digital commerce for discovery.,"Analytics, Internet, Marketing, Social Media",3.9,10,43.2,0.12248156699999999,0,0,,3.0,7.0,5.5,8.4,3.0,2.0,5.0,4.4,2.0,2.9
alwaysprepped,,Always Prepped provides online tools that help teachers manage student and classroom data.,"Data Visualization, E-Learning, Education",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tealet,Online Farmer's Market for Tea on Bitcoin,"E-Commerce, Parenting, Subscription Service, Tea, Video",,3.6,1,75.0,0.912592506,0,0,,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aviiq,,"AViiQ adds productivity and pleasure to the mobile computing lifestyle. In short, we travel a lot and make stuff based on our needs.","Consumer Electronics, Electronics, Fashion, Hardware, Lifestyle, Mobile, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
variable,,Variable creates innovative color matching technology that allows users to better understand and communicate color.,"Hardware, Manufacturing, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquidcoolsolutions,,LiquidCool Solutions provides a patented total liquid submersion technology that introduces an eco-friendly di-electric liquid.,"Industrial Engineering, Information Technology, Manufacturing, Mechanical Engineering",10.0,8,63.4,0.240777598,0,0,,2.1,20.6,20.8,1.0,3.0,5.0,3.0,7.9,0.0,0.0
spreeify,,Performance based social advertising,"Advertising, E-Commerce, Social Media, Social Media Advertising",1.0,8,57.7,0.25352853,0,0,,1.0,23.1,15.0,6.4,1.1,4.2,2.8,4.1,0.0,0.0
displair,,Displair is a startup that manufactures next-gen interactive air display screens.,"Hardware, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
handybook,,"Handy, formerly Handybook, is an app through which users can book cleaners, plumbers, handymen, and other household service providers.","Apps, Home Renovation, Software",5.0,9,180.1,0.244863348,0,0,,75.0,15.7,5.0,8.9,33.4,5.4,4.6,4.1,28.0,0.0
wakiebudist,,Wakie is a community of people waking people.,"Crowdsourcing, Mobile, Social Media",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
newsup,newsup1,Interactive media and audience intelligence ,"Advertising, Content Marketing, Gamification, Media and Entertainment",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appio,,App.io streams your mobile apps from the cloud to any device.,"Android, Customer Service, Enterprise Software, Internet, Mobile, SaaS",1.0,1,1.0,0.5,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mobileroadie,,"Mobile Roadie, a SaaS-based mobile app marketing platform, allows users to_manage their own iPhone, Android, iPad apps, and mobile websites.","Android, App Marketing, Apps, Internet, iOS, Mobile",1.1,9,64.1,0.178287631,0,0,,4.9,5.0,5.0,6.6,3.0,20.0,1.0,13.3,5.3,0.0
shotfarm,,Shotfarm offers a product content network and rich media hosting platform for the retail industry.,"Digital Media, E-Commerce",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
musicdealers,,Music Dealers_is a music licensing platform providing pre-cleared music and custom song creation for content creators.,"Advertising, Brand Marketing, Digital Media, Music",8.5,10,434.9,0.564275949,0,0,,2.0,5.0,3.0,3.5,321.0,1.1,2.4,33.4,47.5,16.0
rocketlistings,,Rocket Listings is a mix of Craigslist and Facebook launching in Vermont.,"Classifieds, E-Commerce, Enterprise Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
virool,,Virool is a programmatic video marketing platform.,"Advertising, Advertising Platforms, Video",18.5,9,324.1,0.34354923600000004,0,0,,15.0,10.6,10.7,20.4,35.2,181.0,19.2,3.0,29.0,0.0
thedailyhundred,dailyhundred,The Daily Hundred is a web app allowing businesses to reward customers by encouraging micro-level brand advocacy and product endorsements.,"Advertising, Gamification, Mobile, Photography, Small and Medium Businesses, Social Media Marketing",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fancred,,Fancred is an app that helps fans capture their favorite sports moments.,"Apps, Internet, Mobile, Social Media, Sports",3.0,7,62508.0,0.801875993,0,0,,3000.0,4.0,2.0,55800.0,3200.0,2.0,500.0,0.0,0.0,0.0
swingbyswing,,SwingU is a golf technology and media company.,"Golf, Mobile, Mobile Apps, Sports",8.0,9,7981.0,0.979827835,0,0,,24.7,3.5,1.5,1.0,12.0,24.5,8.0,7900.0,5.8,0.0
muzzley,,"Muzzley is a single intelligent entry point for connected devices, and a complete SaaS and PaaS solution for consumer IoT.","Information Technology, Internet of Things, Machine Learning, SaaS, Software",3.8,8,1338.6,0.416596845,0,0,,5.0,8.8,493.1,6.5,8.0,6.5,110.0,700.7,0.0,0.0
verbalizeit,,"VerbalizeIt delivers web, mobile, document and video language translation solutions to empower businesses to go global.","Crowdsourcing, Developer APIs, Finance, FinTech, Language Learning, Messaging, Mobile, Travel",1.7,9,63.7,0.218678608,0,0,,1.4,25.0,8.9,9.1,3.8,7.1,2.1,5.3,1.0,0.0
stackify,,Stackify is a developer-friendly solution that fully integrates application performance management with error and log management.,"Cloud Computing, Developer Tools, Enterprise Software, Information Technology, SaaS, Software",1.0,10,766.7,0.38687552399999997,0,0,,143.3,9.8,445.6,28.0,72.4,45.0,11.3,1.9,4.5,4.9
realscout,,"RealScout is an online search engine for local home listings, allowing users to personalize search criteria.","Real Estate, Search Engine, Software",5.0,10,398.6,0.510125882,0,0,,55.0,24.5,277.5,4.0,3.6,3.8,18.0,4.0,4.9,3.3
tarponbiosystems,,Tarpon Biosystems technology provides patented purification technologies for the biomanufacturing environment.,"Biopharma, Biotechnology, Health Care",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dropship,,"DS Co. offers DropShip Commerce_, a scalable online platform for integrating and managing drop ship partners, inventory, data and orders.","E-Commerce, Enterprise Software, SaaS, Software, Supply Chain Management",12.3,10,170.1,0.45792512,0,0,,112.8,1.0,11.5,15.0,5.0,6.3,7.3,2.5,6.0,2.7
twice,liketwice,Twice is an online clothing resale store allowing people to purchase clothes at big discounts off the retail price.,"E-Commerce, Fashion, Retail",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vhx,,VHX is a video distribution platform built for everyone. We empower creators to sell their work from their own websites.,"File Sharing, Internet, Video, Video Streaming",3.6,10,995.7,0.746104735,0,0,,5.0,4.0,1.2,2.0,857.1,31.4,2.5,35.6,52.5,4.4
jetaport,,Skipper books hotel rooms for groups,"Hotel, Travel, Travel Accommodations",2.4,6,114.8,0.34833493200000004,0,0,,5.0,42.4,10.0,1.0,51.4,5.0,0.0,0.0,0.0,0.0
klaviyo,,Personalized Marketing for Ecommerce and the Web,"Advertising, E-Commerce, Marketing, Shopping, Software",9.4,9,600.7,0.678072103,0,0,,2.0,3.0,5.1,490.6,56.5,25.0,5.0,9.5,4.0,0.0
gleepost,,"Gleepost provides universities with their own communications platform, that enables students to stay connected and in-the-know on campus.","Internet, Mobile, Universities",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manicube,,The mission of Manicube is to make the lives of working women easier. We are revolutionizing the personal care services industries by,"Consulting, Consumer Goods, Service Industry",11.5,9,66.7,0.23107112100000002,0,0,,5.0,1.0,2.7,2.9,1.0,1.7,22.8,18.3,11.3,0.0
desktimeapp,,"Desktime lets users find temporary offices, desks, or other business equipment/facilities for rent.","Real Estate, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feathr,,Feathr is a B2B SaaS company building digital marketing tools for associations and conference/exhibition organizers,"Analytics, Digital Marketing, Events",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ouya,,OUYA develops and delivers open video game consoles for televisions.,"Consumer Electronics, Digital Media, Video Games",4.4,7,10775.8,0.8640415379999999,0,0,,10000.0,550.0,7.3,5.0,3.6,159.9,50.0,0.0,0.0,0.0
intelliwheels,,"IntelliWheels designs, manufactures, and commercializes wheelchair accessories.","Hardware, Internet of Things, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cardiio,,"Cardiio develops intelligent algorithms for the monitoring of wellness, fitness, and chronic diseases using sensors.","Apps, Health Care, mHealth",2.0,10,57.7,0.167990773,0,0,,1.0,4.8,4.0,4.5,16.4,3.0,8.0,2.6,12.2,1.2
lumesis,,Municipal Market Solutions Delivering Business Efficiencies and Regulatory Support,"Analytics, Financial Services, SaaS",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
playphilocom,,"Philo makes TV social (again) by letting you connect with your friends and watch, chat, score points, and win awards and credits together.","Social, TV, Video Chat",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boomrat,,Boomrat is a music and event discovery platform created to discover and share electronic dance music content.,"Blogging Platforms, Ediscovery, Events, Music, Video",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flite,,Flite builds innovative technology to power creativity.,"Advertising, Advertising Platforms, Brand Marketing, Developer Tools, File Sharing, Mobile Advertising",3.8,10,327.3,0.460956605,0,0,,15.0,11.2,9.8,35.0,7.5,5.0,9.3,6.6,217.7,10.2
orkiv,,Social Referral and Incentive Platform,"E-Commerce, Enterprise Software, Marketing Automation, Retail",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seen,,Seen is a blogger and entrepeneur focused on technological topics.,"Content Discovery, Real Time, Search Engine, Social Media",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pharmajet,,"PharmaJet's devices provide for fixed dose needle-free jet injection for all three tissue depths (IM, SC, & ID).","Biotechnology, Health Care, Medical Device",12.0,7,27.7,0.29583338800000003,0,0,,4.0,13.2,1.5,1.0,1.0,5.5,1.5,0.0,0.0,0.0
vine,,Vine is an online platform that enables users to create short looping video clips for friends and family.,"E-Commerce, Mobile, Social Media, Video",1.0,9,3759.8,0.742154566,0,0,,5.0,1.0,3.0,3200.0,8.2,9.0,500.0,2.3,31.3,0.0
medisafeproject,medisafe,Medisafe® is the leading Personalized Medication Management Platform helping patients stay on top of all their medications.,"Cloud Computing, Health Care, Information Technology, Mobile, Software",12.4,9,41.2,0.173732209,0,0,,1.0,8.7,4.0,1.0,4.0,11.4,6.5,1.2,3.4,0.0
viralgains,,ViralGains is a video ad journey platform that helps marketers create authentic connections with consumers and drive business outcomes.,"Advertising, Advertising Platforms, Enterprise Software, Mobile, Video",7.8,10,489.1,0.285689867,0,0,,15.0,10.6,10.0,18.5,51.0,181.0,14.5,2.8,7.0,178.7
whengone,,With AEVI you safely and privately collect your favorite stuff and share with your favorite people.,"Apps, Information Services, Information Technology, Messaging, Mobile, Social Media, Telecommunications",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real5d,,real5D is a free software solution that allows its users to enter any 3D modeled space through its web page.,"3D Technology, Architecture, Commercial Real Estate, Property Management, Real Estate",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kinnek,,Kinnek is a single platform for small businesses that makes discovering and transacting with suppliers easier than ever before.,"Advertising, B2B, Procurement, Small and Medium Businesses",1.0,6,68.7,0.406579669,0,0,,1.0,1.7,2.4,13.6,40.4,9.6,0.0,0.0,0.0,0.0
findit,,FindIt is a mobile application that makes it easier to find files on the users mobile device.,"Search Engine, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bluebox,,"Bluebox offers software that secures company data as it interacts with employee mobile devices, apps and services.","Apps, Cloud Security, Information Technology, Mobile, Mobile Devices, Security, Software",2.0,8,83.9,0.201433115,0,0,,28.9,8.3,7.9,16.7,11.6,4.4,3.1,3.0,0.0,0.0
qualtrics,,"Qualtrics is a single system of record for all experience data, managing customer, product, employee, and brand experiences on one platform.","Consumer, Market Research, SaaS",538.9,10,640.8,0.24467703600000001,0,0,,283.8,59.8,69.0,62.0,3.0,9.5,52.0,26.8,64.1,10.8
futurederm,,"FutureDerm is a global online destination for intelligent, fun Beauty Geeks. We explain the science behind beauty products and ingredients.","Beauty, Cosmetics, E-Commerce, Social Media",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speek,,"Speek enables conference calling by using a unique web link instead of dial-ins, PINs or downloads.","Mobile, Software",1.0,8,2681.8,0.350924346,0,0,,4.4,2.2,4.9,262.5,526.9,15.0,1400.0,465.9,0.0,0.0
jamplify,,Jamplify provides data analytics and digital marketing software for the live events industry.,"Advertising, Analytics, Concerts, Events, Music, Ticketing",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
housetab,myhousetab,Mobile payments with a social twist.,"Hospitality, Mobile, Mobile Payments, Social Media",1.4,10,242.8,0.672873993,0,0,,2.0,3.3,2.7,3.2,9.7,7.0,12.6,198.3,1.0,3.0
helpshift,,"Helpshift is a conversational customer service platform that leverages AI, bots, and messaging-based communication.","CRM, Customer Service, Internet, Mobile, SaaS",5.0,10,73.2,0.15835796800000002,0,0,,5.0,8.0,5.0,10.0,2.0,4.4,4.9,11.1,21.5,1.3
appsheet,,AppSheet is the intelligent no-code platform for business apps,"Cloud Computing, Developer Tools, Mobile Apps",1.0,10,145.9,0.46177374600000004,0,0,,10.0,10.0,1.1,1.0,97.2,2.0,3.3,4.5,9.7,7.1
catercow,,Discover & order unique food for your group.,"Food and Beverage, Hospitality, Internet",2.7,10,1508.4,0.748802367,0,0,,7.5,2.7,1.0,104.0,11.2,9.0,48.0,9.0,16.0,1300.0
plumanalytics,,Plum Analytics is a company that helps research projects and enterprises interpret and understand their data.,"Education, Software",4.1,10,2458.7,0.952932483,0,0,,7.6,4.0,5.0,3.1,1.5,4.0,2400.0,20.0,1.5,12.0
salemove,,"Glia transforms how companies connect with their customers using Messaging, Video, Voice, CoBrowsing, and AI.","Analytics, SaaS, Software",1.0,10,284.2,0.309160967,0,0,,6.3,15.3,12.0,12.7,8.0,150.0,27.0,18.1,26.5,8.3
minewhat,,MineWhat is an ecommerce platform that is personalizable with merchandise intelligence and sales automation.,"Analytics, E-Commerce, Retail Technology",1.0,9,585.9,0.7112232470000001,0,0,,2.0,9.4,3.0,9.5,5.8,4.0,490.6,5.1,56.5,0.0
skygiraffe,,"SkyGiraffe is an enterprise mobility platform that mobilizes back-end data, enabling employees to manage business processes on any device.","Android, CRM, iOS, Mobile, SaaS",2.3,10,65.3,0.126889911,0,0,,7.2,11.4,4.4,1.9,12.0,6.5,5.3,10.0,3.0,3.6
appurify,,Appurify enables mobile test automation on real devices for mobile teams to build better apps.,"Android, Apps, iOS, Mobile, Test and Measurement",4.4,10,720.3,0.434166996,0,0,,1.0,70.3,6.2,10.0,4.9,3.3,445.6,143.3,3.5,32.2
exolabs,,EXO Labs is a company that creates innovative products that add functionality to mobile devices.,"Education, Hardware, iOS, Software",1.0,6,12.8,0.262695313,0,0,,1.0,4.8,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
retentionscience,,"Retention Science, the global leader in Retention Marketing, is the best way to target, engage and retain your customers.","CRM, Marketing Automation, Predictive Analytics",9.5,10,58.1,0.137969137,0,0,,3.0,4.0,15.0,4.4,2.0,5.0,9.4,5.8,5.1,4.4
brewbit,,"BrewBit is a system of integrate with mobile and online services to track, analyze and provide customized feedback for brewing needs.","Hardware, Software",2.5,8,109.4,0.19200124300000002,0,0,,5.8,24.8,3.0,26.4,5.8,1.0,22.1,20.5,0.0,0.0
dwllr,,DWLLR is a business management system providing end-to-end solutions to real estate professionals in managing sales procedures.,"CRM, Real Estate, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mydrugcosts,,myDrugCosts is a software platform that helps self-insured companies and their employees reduce their prescription drug costs and more.,"Enterprise Software, mHealth",14.8,8,111.8,0.17207446199999998,0,0,,32.5,7.6,20.2,12.0,6.7,8.8,18.1,5.9,0.0,0.0
gnubio,,GnuBIO is a developer of scalable DNA sequencing technology for the diagnostic and applied markets.,"Biotechnology, Genetics, Health Care, Medical Device",5.5,10,24591.8,0.9844824959999999,0,0,,5.0,5.0,9.5,84.0,5.0,3.7,24400.0,71.0,5.0,3.6
kahuna,,Kahuna helps the world's leading digital marketplace brands deliver highly personalized experiences to every buyer and seller,"Analytics, Classifieds, E-Commerce, Marketing Automation, Marketplace, Mobile, Software",6.4,10,121.3,0.264499932,0,0,,11.0,1.8,8.3,1.7,52.5,3.5,13.0,27.5,1.0,1.0
businessexchange,,A networking platform for B2B companies with built in reputation system,"B2B, Lead Generation, Reputation",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contrailsystems,,Contrail Systems is a startup focused on software-defined networking (SDN) by developing an open-source network virtualization platform.,"Computer, Professional Networking, Software",1.0,10,1329.8,0.691819945,0,0,,16.3,12.3,9.6,55.6,7.0,6.5,15.8,10.0,96.7,1100.0
naturebox,,NatureBox is an online delivery service that home-delivers all-natural snack foods to their consumers on a monthly basis.,"E-Commerce, Food and Beverage, Internet, Retail",50.0,9,240.8,0.26987112399999996,0,0,,2.0,5.1,80.0,3.0,3.1,12.0,77.6,55.0,3.0,0.0
reviewtrackers,,ReviewTrackers is online review management software that provides tools for business reviews.,"Enterprise Software, Reputation",2.0,10,557.8,0.343828859,0,0,,3.7,2.3,20.8,29.5,8.5,283.8,50.0,5.0,150.0,4.2
parkenewyork,,Parke New York is an online premium denim brand producing technologically advanced denims.,"E-Commerce, Fashion, Textiles",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
littleblackbag,,Little Black Bag is a social shopping site where shoppers buy a mystery bag of fashion products for their use or for trading with friends.,"E-Commerce, Shopping, Social Network",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
itapp,,Build hybrid cloud while keeping data private and secure,"Cloud Computing, Cloud Management, Network Security",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yushino,,Yushino offers a social crossword game using numbers for iOS devices.,"Gaming, iOS, Social",1.0,1,34.4,0.94509879,0,0,,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spindle,,Spindle is a geo-restricted mobile app that provides information and updates on public events and places shared in Facebook and Twitter.,"Events, Location Based Services, Mobile",1.0,10,153.5,0.163303165,0,0,,20.0,4.1,8.5,10.0,12.0,20.0,49.2,10.0,9.7,10.0
opbandit,,Content optimization for publishers.,"Predictive Analytics, Publishing, Software",1.0,10,191.4,0.172648548,0,0,,5.0,38.0,45.7,39.6,1.5,9.6,26.1,4.7,20.0,1.2
hunome,,Hunome helps human-centric individuals make sense of how humanity works by connecting their perspectives and engaging on shared mind-maps,"Collaboration, Crowdsourcing, Knowledge Management, Social Media",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinicast,,"CliniCast enables value-based, patient-centered oncology care and helps healthcare organizations improve outcomes.","Analytics, Big Data, Health Care, Software",25.2,6,76.9,0.299351834,0,0,,16.6,10.0,1.0,1.2,13.2,34.9,0.0,0.0,0.0,0.0
messageme,,MessageMe is a mobile messenger application enabling users to personalize their messages and connect with others.,"Application Performance Management, Messaging, Mobile",1.8,9,1872.6,0.828012933,0,0,,5.0,7.4,24.1,112.5,2.0,1.0,9.4,1700.0,11.2,0.0
layervault,,LayerVault is version control for designers. LayerVault also operates Designer News.,"Enterprise Software, Software",1.0,10,263.4,0.30687020800000003,0,0,,3.6,4.4,14.0,18.8,6.0,23.0,5.0,6.0,50.0,132.6
virtualu,,Website and twitter are both down.,"E-Commerce, Fashion, Health Care, Mobile",1.9,9,74.1,0.24642448,0,0,,1.0,1.0,17.5,1.0,3.0,5.7,27.7,2.0,15.2,0.0
nomiku,,Nomiku creates tools that enable everyone to cook the best food possible.,"Hardware, Software",1.0,10,741.3,0.81343864,0,0,,2.4,5.0,5.0,3.9,667.6,30.1,1.0,17.0,3.0,6.3
gradientx,,Gradient X is a programmatic marketing platform enabling advertisers to capitalize on the potential of mobile media.,"Advertising, Marketing, Mobile",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blendlabs,,Blend's white-label SaaS platform delivers speed and efficiency to the consumer lending ecosystem.,"Enterprise, Enterprise Software, Financial Services, FinTech, Home Services, SaaS",4.0,9,246.1,0.558921698,0,0,,2.0,20.0,31.4,180.0,1.4,2.0,7.3,1.0,1.0,0.0
smallknot,,"People invest in the small businesses in their community in exchange for goods, services, special perks and benefits.","Finance, Internet, Small and Medium Businesses",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildingconnected,,Buildingconnected provides builders with cloud-based bid procurement services.,"Analytics, Construction, Database, Software",5.0,10,840.8,0.795715913,0,0,,3.2,46.0,16.0,4.4,1.0,8.0,2.0,1.9,748.3,10.0
vertascale,,Vertascale is building the leading business intelligence platform for Hadoop.,"Analytics, Big Data, Business Intelligence, Enterprise Software, Search Engine",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
myvr,,"MyVR is a cloud-based, multi-channel management platform for vacation rental businesses.","Rental, Software, Vacation Rental",1.3,10,3378.4,0.70891001,0,0,,12.1,4.0,12.0,6.6,27.5,500.0,7.5,2800.0,2.7,6.0
ethicalelectric,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hansenmedical,,Hansen Medical designs and manufactures medical robotics for the accurate positioning and control of catheter-based technologies.,"Health Care, Medical, Medical Device",15.0,8,10191.1,0.643462764,0,0,,40.0,10.0,24.1,72.0,5.0,2100.0,40.0,7900.0,0.0,0.0
quickcue,,Quickcue helps restaurants deliver exceptional hospitality to guests on their visits through an iPad-based platform.,"Developer APIs, Hospitality, Restaurants",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
